state,year,tavg
Montana,1972,33.9
Montana,1972,39.5
Montana,1972,50.2
Montana,1972,60.6
Montana,1972,61.1
Montana,1972,65.6
Montana,1972,50.3
Montana,1972,40.0
Montana,1972,30.1
Montana,1972,13.7
Montana,1973,19.4
Montana,1973,24.6
Montana,1973,34.5
Montana,1973,37.8
Montana,1973,50.2
Montana,1973,59.0
Montana,1973,65.3
Montana,1973,66.2
Montana,1973,53.0
Montana,1973,45.0
Montana,1973,24.5
Montana,1973,23.9
Montana,1974,16.1
Montana,1974,28.5
Montana,1974,30.3
Montana,1974,42.9
Montana,1974,46.1
Montana,1974,61.4
Montana,1974,67.6
Montana,1974,60.0
Montana,1974,52.2
Montana,1974,45.8
Montana,1974,32.1
Montana,1974,25.6
Montana,1975,19.4
Montana,1975,15.0
Montana,1975,25.4
Montana,1975,32.5
Montana,1975,47.4
Montana,1975,55.8
Montana,1975,68.2
Montana,1975,60.8
Montana,1975,53.2
Montana,1975,42.2
Montana,1975,28.0
Montana,1975,24.1
Montana,1976,21.2
Montana,1976,28.2
Montana,1976,27.8
Montana,1976,42.4
Montana,1976,52.7
Montana,1976,56.5
Montana,1976,66.4
Montana,1976,64.1
Montana,1976,56.7
Montana,1976,41.6
Montana,1976,29.7
Montana,1976,24.9
Montana,1977,12.6
Montana,1977,30.8
Montana,1977,31.4
Montana,1977,45.0
Montana,1977,51.7
Montana,1977,62.1
Montana,1977,65.0
Montana,1977,60.4
Montana,1977,53.1
Montana,1977,43.9
Montana,1977,26.6
Montana,1977,16.5
Montana,1978,10.0
Montana,1978,16.3
Montana,1978,30.8
Montana,1978,41.6
Montana,1978,49.2
Montana,1978,58.6
Montana,1978,63.5
Montana,1978,62.0
Montana,1978,55.4
Montana,1978,44.6
Montana,1978,22.0
Montana,1978,12.6
Montana,1979,2.1
Montana,1979,14.4
Montana,1979,29.9
Montana,1979,37.6
Montana,1979,48.5
Montana,1979,59.3
Montana,1979,65.9
Montana,1979,64.6
Montana,1979,58.5
Montana,1979,46.0
Montana,1979,26.9
Montana,1979,28.3
Montana,1980,12.6
Montana,1980,23.7
Montana,1980,28.3
Montana,1980,46.1
Montana,1980,53.6
Montana,1980,58.9
Montana,1980,66.1
Montana,1980,59.8
Montana,1980,54.7
Montana,1980,44.1
Montana,1980,33.7
Montana,1980,23.8
Montana,1981,28.3
Montana,1981,26.5
Montana,1981,36.0
Montana,1981,43.7
Montana,1981,50.7
Montana,1981,55.7
Montana,1981,65.2
Montana,1981,66.6
Montana,1981,56.5
Montana,1981,41.7
Montana,1981,34.8
Montana,1981,21.8
Montana,1982,8.0
Montana,1982,18.3
Montana,1982,28.5
Montana,1982,36.6
Montana,1982,47.3
Montana,1982,57.3
Montana,1982,63.9
Montana,1982,65.1
Montana,1982,52.7
Montana,1982,42.3
Montana,1982,25.9
Montana,1982,22.0
Montana,1983,26.6
Montana,1983,30.9
Montana,1983,33.6
Montana,1983,38.7
Montana,1983,48.2
Montana,1983,57.6
Montana,1983,65.2
Montana,1983,69.7
Montana,1983,52.1
Montana,1983,44.7
Montana,1983,31.4
Montana,1983,3.4
Montana,1984,23.6
Montana,1984,31.3
Montana,1984,31.9
Montana,1984,40.7
Montana,1984,49.5
Montana,1984,57.8
Montana,1984,67.2
Montana,1984,67.8
Montana,1984,49.1
Montana,1984,38.5
Montana,1984,30.0
Montana,1984,12.7
Montana,1985,14.8
Montana,1985,17.1
Montana,1985,30.2
Montana,1985,44.6
Montana,1985,54.4
Montana,1985,57.9
Montana,1985,69.2
Montana,1985,60.9
Montana,1985,47.8
Montana,1985,41.1
Montana,1985,13.0
Montana,1985,18.7
Montana,1986,28.3
Montana,1986,19.3
Montana,1986,40.0
Montana,1986,40.6
Montana,1986,50.8
Montana,1986,63.5
Montana,1986,62.6
Montana,1986,65.2
Montana,1986,48.9
Montana,1986,44.8
Montana,1986,26.7
Montana,1986,25.1
Montana,1987,24.2
Montana,1987,29.8
Montana,1987,33.0
Montana,1987,48.0
Montana,1987,54.7
Montana,1987,61.9
Montana,1987,64.4
Montana,1987,60.0
Montana,1987,56.5
Montana,1987,43.9
Montana,1987,34.7
Montana,1987,24.1
Montana,1988,17.4
Montana,1988,24.4
Montana,1988,33.6
Montana,1988,44.1
Montana,1988,54.7
Montana,1988,67.9
Montana,1988,67.9
Montana,1988,65.2
Montana,1988,53.8
Montana,1988,46.7
Montana,1988,30.6
Montana,1988,23.1
Montana,1989,21.4
Montana,1989,9.4
Montana,1989,26.7
Montana,1989,41.0
Montana,1989,49.9
Montana,1989,58.8
Montana,1989,68.8
Montana,1989,63.1
Montana,1989,54.3
Montana,1989,43.1
Montana,1989,33.0
Montana,1989,20.2
Montana,1990,25.6
Montana,1990,23.8
Montana,1990,33.4
Montana,1990,42.3
Montana,1990,48.8
Montana,1990,58.9
Montana,1990,65.6
Montana,1990,66.1
Montana,1990,60.3
Montana,1990,42.6
Montana,1990,33.1
Montana,1990,13.2
Montana,1991,15.6
Montana,1991,33.9
Montana,1991,32.1
Montana,1991,40.6
Montana,1991,49.8
Montana,1991,58.2
Montana,1991,66.3
Montana,1991,68.6
Montana,1991,55.6
Montana,1991,40.4
Montana,1991,27.2
Montana,1991,27.0
Montana,1992,28.0
Montana,1992,32.3
Montana,1992,38.7
Montana,1992,43.8
Montana,1992,53.5
Montana,1992,60.9
Montana,1992,59.9
Montana,1992,61.4
Montana,1992,53.4
Montana,1992,44.7
Montana,1992,29.7
Montana,1992,15.4
Montana,1993,12.2
Montana,1993,15.1
Montana,1993,34.4
Montana,1993,41.5
Montana,1993,53.7
Montana,1993,55.8
Montana,1993,57.2
Montana,1993,59.7
Montana,1993,51.6
Montana,1993,43.0
Montana,1993,25.2
Montana,1993,26.3
Montana,1994,20.8
Montana,1994,15.2
Montana,1994,35.9
Montana,1994,42.6
Montana,1994,53.6
Montana,1994,59.3
Montana,1994,65.9
Montana,1994,66.6
Montana,1994,58.6
Montana,1994,42.5
Montana,1994,27.5
Montana,1994,23.9
Montana,1995,22.4
Montana,1995,27.8
Montana,1995,29.9
Montana,1995,38.0
Montana,1995,48.4
Montana,1995,57.9
Montana,1995,64.1
Montana,1995,64.4
Montana,1995,54.5
Montana,1995,41.3
Montana,1995,31.4
Montana,1995,20.8
Montana,1996,11.3
Montana,1996,23.1
Montana,1996,24.2
Montana,1996,41.7
Montana,1996,45.9
Montana,1996,60.5
Montana,1996,66.0
Montana,1996,66.5
Montana,1996,52.6
Montana,1996,41.8
Montana,1996,22.3
Montana,1996,15.0
Montana,1997,14.3
Montana,1997,26.0
Montana,1997,31.8
Montana,1997,36.0
Montana,1997,51.0
Montana,1997,60.6
Montana,1997,64.4
Montana,1997,64.8
Montana,1997,58.1
Montana,1997,43.4
Montana,1997,30.4
Montana,1997,25.8
Montana,1998,19.0
Montana,1998,30.4
Montana,1998,28.9
Montana,1998,43.7
Montana,1998,52.7
Montana,1998,54.4
Montana,1998,69.1
Montana,1998,68.1
Montana,1998,61.4
Montana,1998,44.2
Montana,1998,33.1
Montana,1998,21.2
Montana,1999,22.2
Montana,1999,30.2
Montana,1999,35.2
Montana,1999,40.0
Montana,1999,48.7
Montana,1999,57.0
Montana,1999,64.0
Montana,1999,66.4
Montana,1999,51.6
Montana,1999,44.7
Montana,1999,39.0
Montana,1999,29.5
Montana,2000,22.1
Montana,2000,26.9
Montana,2000,35.5
Montana,2000,43.2
Montana,2000,51.5
Montana,2000,58.0
Montana,2000,68.4
Montana,2000,66.8
Montana,2000,54.4
Montana,2000,43.5
Montana,2000,22.1
Montana,2000,15.8
Montana,2001,24.6
Montana,2001,16.5
Montana,2001,33.8
Montana,2001,41.1
Montana,2001,53.3
Montana,2001,58.4
Montana,2001,67.1
Montana,2001,68.9
Montana,2001,58.7
Montana,2001,42.7
Montana,2001,36.3
Montana,2001,22.4
Montana,2002,22.7
Montana,2002,26.4
Montana,2002,19.8
Montana,2002,37.6
Montana,2002,47.5
Montana,2002,59.5
Montana,2002,69.6
Montana,2002,61.3
Montana,2002,55.7
Montana,2002,36.6
Montana,2002,33.8
Montana,2002,26.8
Montana,2003,24.7
Montana,2003,21.4
Montana,2003,29.8
Montana,2003,44.1
Montana,2003,50.1
Montana,2003,58.4
Montana,2003,70.3
Montana,2003,70.0
Montana,2003,54.6
Montana,2003,47.5
Montana,2003,24.0
Montana,2003,25.1
Montana,2004,17.0
Montana,2004,24.1
Montana,2004,37.5
Montana,2004,44.3
Montana,2004,48.1
Montana,2004,56.1
Montana,2004,66.1
Montana,2004,62.4
Montana,2004,54.1
Montana,2004,43.1
Montana,2004,33.6
Montana,2004,27.4
Montana,2005,18.1
Montana,2005,28.9
Montana,2005,34.6
Montana,2005,42.7
Montana,2005,49.0
Montana,2005,57.7
Montana,2005,67.6
Montana,2005,63.9
Montana,2005,55.4
Montana,2005,45.1
Montana,2005,33.2
Montana,2005,20.5
Montana,2006,31.4
Montana,2006,23.4
Montana,2006,30.6
Montana,2006,44.9
Montana,2006,52.9
Montana,2006,61.6
Montana,2006,71.2
Montana,2006,65.5
Montana,2006,54.8
Montana,2006,40.4
Montana,2006,30.3
Montana,2006,25.5
Montana,2007,21.8
Montana,2007,22.0
Montana,2007,38.9
Montana,2007,40.9
Montana,2007,52.1
Montana,2007,60.7
Montana,2007,73.3
Montana,2007,65.8
Montana,2007,55.0
Montana,2007,44.6
Montana,2007,31.6
Montana,2007,21.6
Montana,2008,18.1
Montana,2008,24.2
Montana,2008,31.2
Montana,2008,37.6
Montana,2008,49.6
Montana,2008,56.7
Montana,2008,66.5
Montana,2008,65.6
Montana,2008,53.6
Montana,2008,43.7
Montana,2008,35.8
Montana,2008,14.0
Montana,2009,21.1
Montana,2009,25.1
Montana,2009,28.3
Montana,2009,39.8
Montana,2009,50.5
Montana,2009,56.6
Montana,2009,64.6
Montana,2009,63.4
Montana,2009,60.7
Montana,2009,36.4
Montana,2009,35.2
Montana,2009,12.0
Montana,2010,20.6
Montana,2010,21.1
Montana,2010,36.2
Montana,2010,41.6
Montana,2010,46.3
Montana,2010,57.5
Montana,2010,64.3
Montana,2010,63.8
Montana,2010,54.1
Montana,2010,47.6
Montana,2010,26.6
Montana,2010,19.0
Montana,2011,19.1
Montana,2011,16.4
Montana,2011,28.6
Montana,2011,37.7
Montana,2011,47.1
Montana,2011,56.3
Montana,2011,66.6
Montana,2011,66.8
Montana,2011,58.3
Montana,2011,45.9
Montana,2011,30.0
Montana,2011,26.2
Montana,2012,25.1
Montana,2012,24.9
Montana,2012,39.4
Montana,2012,44.8
Montana,2012,49.5
Montana,2012,60.2
Montana,2012,70.7
Montana,2012,66.7
Montana,2012,58.2
Montana,2012,41.0
Montana,2012,32.4
Montana,2012,21.5
Montana,2013,21.7
Montana,2013,27.4
Montana,2013,30.5
Montana,2013,36.9
Montana,2013,51.9
Montana,2013,59.0
Montana,2013,67.5
Montana,2013,67.3
Montana,2013,58.8
Montana,2013,40.8
Montana,2013,30.4
Montana,2013,16.4
Montana,2014,24.5
Montana,2014,14.7
Montana,2014,29.4
Montana,2014,41.0
Montana,2014,51.1
Montana,2014,56.5
Montana,2014,67.6
Montana,2014,64.8
Montana,2014,55.1
Montana,2014,47.9
Montana,2014,25.3
Montana,2014,25.0
Montana,2015,24.7
Montana,2015,26.9
Montana,2015,39.5
Montana,2015,42.8
Montana,2015,49.6
Montana,2015,63.8
Montana,2015,66.2
Montana,2015,65.9
Montana,2015,57.3
Montana,2015,48.0
Montana,2015,30.0
Montana,2015,23.6
Montana,2016,23.4
Montana,2016,33.6
Montana,2016,37.4
Montana,2016,45.0
Montana,2016,51.0
Montana,2016,62.4
Montana,2016,65.9
Montana,2016,64.4
Montana,2016,54.8
Montana,2016,44.3
Montana,2016,39.1
Montana,2016,14.2
Montana,2017,15.2
Montana,2017,25.4
Montana,2017,35.9
Montana,2017,42.2
Montana,2017,52.3
Montana,2017,60.6
Montana,2017,71.6
Montana,2017,65.5
Montana,2017,55.2
Montana,2017,42.6
Montana,2017,30.6
Montana,2017,21.0
Montana,2018,21.7
Montana,2018,11.4
Montana,2018,28.5
Montana,2018,37.8
Nebraska,1950,16.4
Nebraska,1950,28.2
Nebraska,1950,31.2
Nebraska,1950,42.8
Nebraska,1950,55.4
Nebraska,1950,68.0
Nebraska,1950,69.1
Nebraska,1950,68.2
Nebraska,1950,60.8
Nebraska,1950,54.8
Nebraska,1950,33.9
Nebraska,1950,27.2
Nebraska,1951,21.9
Nebraska,1951,29.7
Nebraska,1951,29.5
Nebraska,1951,43.4
Nebraska,1951,58.3
Nebraska,1951,61.9
Nebraska,1951,71.2
Nebraska,1951,70.7
Nebraska,1951,58.2
Nebraska,1951,48.6
Nebraska,1951,32.8
Nebraska,1951,19.8
Nebraska,1952,23.9
Nebraska,1952,31.0
Nebraska,1952,29.7
Nebraska,1952,47.7
Nebraska,1952,58.1
Nebraska,1952,74.2
Nebraska,1952,74.6
Nebraska,1952,72.5
Nebraska,1952,65.5
Nebraska,1952,48.8
Nebraska,1952,33.0
Nebraska,1952,24.5
Nebraska,1953,28.6
Nebraska,1953,29.1
Nebraska,1953,39.4
Nebraska,1953,42.6
Nebraska,1953,56.4
Nebraska,1953,72.4
Nebraska,1953,74.9
Nebraska,1953,73.1
Nebraska,1953,65.0
Nebraska,1953,55.2
Nebraska,1953,38.7
Nebraska,1953,27.4
Nebraska,1954,22.1
Nebraska,1954,40.2
Nebraska,1954,31.5
Nebraska,1954,51.3
Nebraska,1954,54.9
Nebraska,1954,70.3
Nebraska,1954,79.1
Nebraska,1954,73.0
Nebraska,1954,66.4
Nebraska,1954,49.1
Nebraska,1954,41.3
Nebraska,1954,30.0
Nebraska,1955,22.0
Nebraska,1955,20.0
Nebraska,1955,33.5
Nebraska,1955,53.4
Nebraska,1955,62.1
Nebraska,1955,64.7
Nebraska,1955,78.9
Nebraska,1955,76.8
Nebraska,1955,65.1
Nebraska,1955,52.3
Nebraska,1955,29.4
Nebraska,1955,20.7
Nebraska,1956,21.4
Nebraska,1956,23.5
Nebraska,1956,36.1
Nebraska,1956,43.1
Nebraska,1956,60.8
Nebraska,1956,73.9
Nebraska,1956,73.6
Nebraska,1956,72.4
Nebraska,1956,64.4
Nebraska,1956,56.1
Nebraska,1956,35.1
Nebraska,1956,30.9
Nebraska,1957,15.4
Nebraska,1957,31.1
Nebraska,1957,34.7
Nebraska,1957,44.5
Nebraska,1957,56.1
Nebraska,1957,66.6
Nebraska,1957,77.0
Nebraska,1957,73.5
Nebraska,1957,59.8
Nebraska,1957,48.9
Nebraska,1957,34.7
Nebraska,1957,33.2
Nebraska,1958,26.8
Nebraska,1958,22.9
Nebraska,1958,27.2
Nebraska,1958,45.5
Nebraska,1958,61.9
Nebraska,1958,66.5
Nebraska,1958,70.2
Nebraska,1958,73.3
Nebraska,1958,64.5
Nebraska,1958,52.5
Nebraska,1958,37.5
Nebraska,1958,25.5
Nebraska,1959,20.9
Nebraska,1959,22.8
Nebraska,1959,36.7
Nebraska,1959,46.9
Nebraska,1959,58.3
Nebraska,1959,71.7
Nebraska,1959,72.2
Nebraska,1959,75.7
Nebraska,1959,61.1
Nebraska,1959,46.6
Nebraska,1959,30.6
Nebraska,1959,32.2
Nebraska,1960,19.5
Nebraska,1960,18.2
Nebraska,1960,25.8
Nebraska,1960,49.4
Nebraska,1960,57.7
Nebraska,1960,66.7
Nebraska,1960,73.5
Nebraska,1960,72.7
Nebraska,1960,64.4
Nebraska,1960,52.3
Nebraska,1960,37.4
Nebraska,1960,25.8
Nebraska,1961,24.9
Nebraska,1961,31.5
Nebraska,1961,37.4
Nebraska,1961,43.4
Nebraska,1961,55.7
Nebraska,1961,68.7
Nebraska,1961,73.6
Nebraska,1961,73.1
Nebraska,1961,58.4
Nebraska,1961,51.0
Nebraska,1961,34.1
Nebraska,1961,20.9
Nebraska,1962,19.1
Nebraska,1962,25.7
Nebraska,1962,29.6
Nebraska,1962,49.1
Nebraska,1962,63.6
Nebraska,1962,66.7
Nebraska,1962,71.7
Nebraska,1962,71.7
Nebraska,1962,60.4
Nebraska,1962,53.0
Nebraska,1962,39.5
Nebraska,1962,27.7
Nebraska,1963,12.1
Nebraska,1963,30.5
Nebraska,1963,40.0
Nebraska,1963,50.6
Nebraska,1963,60.1
Nebraska,1963,72.4
Nebraska,1963,76.8
Nebraska,1963,72.9
Nebraska,1963,65.9
Nebraska,1963,59.4
Nebraska,1963,39.7
Nebraska,1963,20.4
Nebraska,1964,27.8
Nebraska,1964,26.4
Nebraska,1964,31.5
Nebraska,1964,48.0
Nebraska,1964,62.1
Nebraska,1964,67.7
Nebraska,1964,77.6
Nebraska,1964,69.1
Nebraska,1964,61.9
Nebraska,1964,51.0
Nebraska,1964,36.6
Nebraska,1964,23.4
Nebraska,1965,25.4
Nebraska,1965,23.5
Nebraska,1965,24.2
Nebraska,1965,50.4
Nebraska,1965,60.8
Nebraska,1965,67.3
Nebraska,1965,73.2
Nebraska,1965,70.6
Nebraska,1965,54.2
Nebraska,1965,53.7
Nebraska,1965,39.2
Nebraska,1965,31.0
Nebraska,1966,16.3
Nebraska,1966,22.5
Nebraska,1966,39.2
Nebraska,1966,43.8
Nebraska,1966,59.3
Nebraska,1966,68.4
Nebraska,1966,78.0
Nebraska,1966,68.5
Nebraska,1966,61.7
Nebraska,1966,50.7
Nebraska,1966,36.2
Nebraska,1966,24.8
Nebraska,1967,25.4
Nebraska,1967,28.4
Nebraska,1967,40.8
Nebraska,1967,49.8
Nebraska,1967,53.9
Nebraska,1967,65.2
Nebraska,1967,71.8
Nebraska,1967,69.8
Nebraska,1967,61.5
Nebraska,1967,50.8
Nebraska,1967,35.2
Nebraska,1967,23.7
Nebraska,1968,22.4
Nebraska,1968,27.4
Nebraska,1968,41.6
Nebraska,1968,47.0
Nebraska,1968,54.0
Nebraska,1968,70.1
Nebraska,1968,73.3
Nebraska,1968,71.4
Nebraska,1968,61.5
Nebraska,1968,52.3
Nebraska,1968,35.1
Nebraska,1968,20.1
Nebraska,1969,16.7
Nebraska,1969,25.4
Nebraska,1969,28.0
Nebraska,1969,51.0
Nebraska,1969,60.6
Nebraska,1969,63.8
Nebraska,1969,74.7
Nebraska,1969,73.9
Nebraska,1969,65.4
Nebraska,1969,44.0
Nebraska,1969,38.3
Nebraska,1969,26.6
Nebraska,1970,19.0
Nebraska,1970,31.8
Nebraska,1970,31.1
Nebraska,1970,46.0
Nebraska,1970,62.2
Nebraska,1970,69.0
Nebraska,1970,75.1
Nebraska,1970,75.0
Nebraska,1970,61.8
Nebraska,1970,46.7
Nebraska,1970,35.3
Nebraska,1970,26.0
Nebraska,1971,20.5
Nebraska,1971,24.3
Nebraska,1971,34.2
Nebraska,1971,48.8
Nebraska,1971,55.8
Nebraska,1971,71.6
Nebraska,1971,70.7
Nebraska,1971,73.0
Nebraska,1971,61.3
Nebraska,1971,51.7
Nebraska,1971,37.4
Nebraska,1971,27.0
Nebraska,1972,20.1
Nebraska,1972,28.0
Nebraska,1972,40.7
Nebraska,1972,47.2
Nebraska,1972,58.5
Nebraska,1972,69.3
Nebraska,1972,71.3
Nebraska,1972,70.8
Nebraska,1972,62.2
Nebraska,1972,47.8
Nebraska,1972,31.6
Nebraska,1972,18.9
Nebraska,1973,22.7
Nebraska,1973,28.8
Nebraska,1973,40.0
Nebraska,1973,46.0
Nebraska,1973,56.4
Nebraska,1973,69.3
Nebraska,1973,73.4
Nebraska,1973,74.7
Nebraska,1973,59.5
Nebraska,1973,53.3
Nebraska,1973,35.8
Nebraska,1973,24.0
Nebraska,1974,18.4
Nebraska,1974,31.8
Nebraska,1974,40.3
Nebraska,1974,49.7
Nebraska,1974,60.0
Nebraska,1974,67.8
Nebraska,1974,78.6
Nebraska,1974,68.3
Nebraska,1974,58.9
Nebraska,1974,53.4
Nebraska,1974,37.0
Nebraska,1974,26.7
Nebraska,1975,24.6
Nebraska,1975,22.0
Nebraska,1975,31.0
Nebraska,1975,45.1
Nebraska,1975,59.3
Nebraska,1975,66.7
Nebraska,1975,75.4
Nebraska,1975,73.8
Nebraska,1975,59.9
Nebraska,1975,52.9
Nebraska,1975,34.4
Nebraska,1975,27.7
Nebraska,1976,22.6
Nebraska,1976,35.8
Nebraska,1976,36.6
Nebraska,1976,50.6
Nebraska,1976,57.0
Nebraska,1976,68.6
Nebraska,1976,75.3
Nebraska,1976,73.2
Nebraska,1976,63.2
Nebraska,1976,46.0
Nebraska,1976,31.6
Nebraska,1976,27.1
Nebraska,1977,15.7
Nebraska,1977,33.0
Nebraska,1977,38.3
Nebraska,1977,52.8
Nebraska,1977,64.1
Nebraska,1977,71.8
Nebraska,1977,76.2
Nebraska,1977,69.4
Nebraska,1977,64.4
Nebraska,1977,51.0
Nebraska,1977,36.2
Nebraska,1977,24.8
Nebraska,1978,11.9
Nebraska,1978,15.4
Nebraska,1978,34.9
Nebraska,1978,48.7
Nebraska,1978,57.8
Nebraska,1978,69.4
Nebraska,1978,74.6
Nebraska,1978,71.3
Nebraska,1978,66.6
Nebraska,1978,50.8
Nebraska,1978,33.6
Nebraska,1978,18.5
Nebraska,1979,7.8
Nebraska,1979,17.3
Nebraska,1979,36.1
Nebraska,1979,47.3
Nebraska,1979,56.2
Nebraska,1979,67.9
Nebraska,1979,73.0
Nebraska,1979,71.0
Nebraska,1979,65.9
Nebraska,1979,52.0
Nebraska,1979,31.6
Nebraska,1979,32.1
Nebraska,1980,22.3
Nebraska,1980,24.4
Nebraska,1980,32.7
Nebraska,1980,48.7
Nebraska,1980,58.8
Nebraska,1980,71.0
Nebraska,1980,78.2
Nebraska,1980,73.6
Nebraska,1980,64.8
Nebraska,1980,49.6
Nebraska,1980,39.5
Nebraska,1980,30.4
Nebraska,1981,29.3
Nebraska,1981,29.8
Nebraska,1981,40.3
Nebraska,1981,55.7
Nebraska,1981,56.0
Nebraska,1981,70.2
Nebraska,1981,74.2
Nebraska,1981,70.5
Nebraska,1981,63.9
Nebraska,1981,49.1
Nebraska,1981,40.6
Nebraska,1981,26.0
Nebraska,1982,14.8
Nebraska,1982,25.5
Nebraska,1982,35.8
Nebraska,1982,45.2
Nebraska,1982,58.5
Nebraska,1982,63.5
Nebraska,1982,74.9
Nebraska,1982,72.5
Nebraska,1982,61.9
Nebraska,1982,49.9
Nebraska,1982,33.4
Nebraska,1982,28.5
Nebraska,1983,27.5
Nebraska,1983,32.6
Nebraska,1983,36.4
Nebraska,1983,41.8
Nebraska,1983,54.2
Nebraska,1983,66.3
Nebraska,1983,76.3
Nebraska,1983,78.6
Nebraska,1983,65.0
Nebraska,1983,51.6
Nebraska,1983,36.7
Nebraska,1983,7.9
Nebraska,1984,22.6
Nebraska,1984,33.0
Nebraska,1984,32.9
Nebraska,1984,43.7
Nebraska,1984,57.4
Nebraska,1984,69.1
Nebraska,1984,74.1
Nebraska,1984,75.1
Nebraska,1984,59.7
Nebraska,1984,48.8
Nebraska,1984,37.5
Nebraska,1984,25.0
Nebraska,1985,19.2
Nebraska,1985,23.2
Nebraska,1985,40.7
Nebraska,1985,52.5
Nebraska,1985,62.2
Nebraska,1985,66.1
Nebraska,1985,74.6
Nebraska,1985,69.5
Nebraska,1985,60.0
Nebraska,1985,49.4
Nebraska,1985,24.6
Nebraska,1985,19.1
Nebraska,1986,31.6
Nebraska,1986,26.6
Nebraska,1986,43.7
Nebraska,1986,49.2
Nebraska,1986,58.7
Nebraska,1986,71.6
Nebraska,1986,75.3
Nebraska,1986,69.7
Nebraska,1986,62.5
Nebraska,1986,50.4
Nebraska,1986,34.2
Nebraska,1986,29.5
Nebraska,1987,28.9
Nebraska,1987,35.4
Nebraska,1987,36.5
Nebraska,1987,51.7
Nebraska,1987,63.2
Nebraska,1987,71.0
Nebraska,1987,75.6
Nebraska,1987,69.8
Nebraska,1987,61.8
Nebraska,1987,47.5
Nebraska,1987,39.7
Nebraska,1987,28.4
Nebraska,1988,17.4
Nebraska,1988,25.5
Nebraska,1988,38.2
Nebraska,1988,48.2
Nebraska,1988,62.1
Nebraska,1988,74.8
Nebraska,1988,74.2
Nebraska,1988,74.0
Nebraska,1988,62.9
Nebraska,1988,48.9
Nebraska,1988,38.4
Nebraska,1988,30.5
Nebraska,1989,31.1
Nebraska,1989,17.2
Nebraska,1989,35.2
Nebraska,1989,51.0
Nebraska,1989,59.0
Nebraska,1989,66.0
Nebraska,1989,75.2
Nebraska,1989,72.0
Nebraska,1989,61.0
Nebraska,1989,51.4
Nebraska,1989,37.2
Nebraska,1989,19.5
Nebraska,1990,31.9
Nebraska,1990,29.8
Nebraska,1990,39.2
Nebraska,1990,48.0
Nebraska,1990,55.9
Nebraska,1990,71.0
Nebraska,1990,72.5
Nebraska,1990,72.7
Nebraska,1990,67.0
Nebraska,1990,50.8
Nebraska,1990,40.2
Nebraska,1990,20.9
Nebraska,1991,19.9
Nebraska,1991,36.4
Nebraska,1991,40.1
Nebraska,1991,49.8
Nebraska,1991,61.0
Nebraska,1991,71.6
Nebraska,1991,74.3
Nebraska,1991,73.1
Nebraska,1991,63.7
Nebraska,1991,49.5
Nebraska,1991,30.5
Nebraska,1991,31.5
Nebraska,1992,31.5
Nebraska,1992,36.8
Nebraska,1992,41.9
Nebraska,1992,48.6
Nebraska,1992,59.7
Nebraska,1992,65.2
Nebraska,1992,68.1
Nebraska,1992,66.9
Nebraska,1992,62.5
Nebraska,1992,50.8
Nebraska,1992,32.3
Nebraska,1992,22.8
Nebraska,1993,18.2
Nebraska,1993,19.1
Nebraska,1993,35.9
Nebraska,1993,45.5
Nebraska,1993,58.1
Nebraska,1993,65.3
Nebraska,1993,70.8
Nebraska,1993,70.7
Nebraska,1993,57.7
Nebraska,1993,48.9
Nebraska,1993,31.8
Nebraska,1993,29.9
Nebraska,1994,21.8
Nebraska,1994,21.0
Nebraska,1994,40.8
Nebraska,1994,48.2
Nebraska,1994,62.1
Nebraska,1994,71.1
Nebraska,1994,70.7
Nebraska,1994,71.8
Nebraska,1994,64.5
Nebraska,1994,52.2
Nebraska,1994,37.6
Nebraska,1994,29.0
Nebraska,1995,24.8
Nebraska,1995,33.5
Nebraska,1995,37.0
Nebraska,1995,43.5
Nebraska,1995,52.6
Nebraska,1995,66.6
Nebraska,1995,74.0
Nebraska,1995,76.1
Nebraska,1995,61.3
Nebraska,1995,49.6
Nebraska,1995,36.0
Nebraska,1995,27.7
Nebraska,1996,19.0
Nebraska,1996,29.8
Nebraska,1996,31.0
Nebraska,1996,47.3
Nebraska,1996,56.4
Nebraska,1996,69.5
Nebraska,1996,71.8
Nebraska,1996,70.6
Nebraska,1996,60.3
Nebraska,1996,50.8
Nebraska,1996,30.0
Nebraska,1996,22.8
Nebraska,1997,21.2
Nebraska,1997,29.4
Nebraska,1997,40.2
Nebraska,1997,42.4
Nebraska,1997,55.2
Nebraska,1997,69.4
Nebraska,1997,74.2
Nebraska,1997,71.1
Nebraska,1997,64.9
Nebraska,1997,51.6
Nebraska,1997,34.6
Nebraska,1997,29.4
Nebraska,1998,26.6
Nebraska,1998,35.2
Nebraska,1998,31.8
Nebraska,1998,47.4
Nebraska,1998,61.9
Nebraska,1998,65.0
Nebraska,1998,75.3
Nebraska,1998,73.4
Nebraska,1998,69.1
Nebraska,1998,51.7
Nebraska,1998,40.6
Nebraska,1998,29.3
Nebraska,1999,26.4
Nebraska,1999,37.0
Nebraska,1999,39.2
Nebraska,1999,47.1
Nebraska,1999,58.2
Nebraska,1999,66.9
Nebraska,1999,76.1
Nebraska,1999,71.8
Nebraska,1999,60.3
Nebraska,1999,51.2
Nebraska,1999,45.0
Nebraska,1999,32.5
Nebraska,2000,28.6
Nebraska,2000,35.0
Nebraska,2000,41.9
Nebraska,2000,48.7
Nebraska,2000,61.6
Nebraska,2000,67.6
Nebraska,2000,75.2
