state,year,tmin
New Jersey,1958,54.1
New Jersey,1958,65.4
New Jersey,1958,61.6
New Jersey,1958,52.6
New Jersey,1958,42.6
New Jersey,1958,35.4
New Jersey,1958,17.4
New Jersey,1959,19.8
New Jersey,1959,20.4
New Jersey,1959,28.0
New Jersey,1959,40.4
New Jersey,1959,51.2
New Jersey,1959,58.3
New Jersey,1959,63.8
New Jersey,1959,64.4
New Jersey,1959,56.6
New Jersey,1959,47.9
New Jersey,1959,33.5
New Jersey,1959,27.3
New Jersey,1960,24.7
New Jersey,1960,25.9
New Jersey,1960,21.6
New Jersey,1960,41.1
New Jersey,1960,48.2
New Jersey,1960,57.5
New Jersey,1960,60.7
New Jersey,1960,62.7
New Jersey,1960,55.6
New Jersey,1960,42.0
New Jersey,1960,34.2
New Jersey,1960,16.4
New Jersey,1961,13.8
New Jersey,1961,23.3
New Jersey,1961,30.6
New Jersey,1961,36.7
New Jersey,1961,46.4
New Jersey,1961,57.3
New Jersey,1961,63.5
New Jersey,1961,62.6
New Jersey,1961,60.4
New Jersey,1961,44.3
New Jersey,1961,36.1
New Jersey,1961,23.8
New Jersey,1962,20.0
New Jersey,1962,20.6
New Jersey,1962,28.7
New Jersey,1962,39.0
New Jersey,1962,49.3
New Jersey,1962,58.2
New Jersey,1962,59.2
New Jersey,1962,59.6
New Jersey,1962,50.8
New Jersey,1962,43.1
New Jersey,1962,31.0
New Jersey,1962,20.1
New Jersey,1963,17.7
New Jersey,1963,14.7
New Jersey,1963,31.3
New Jersey,1963,37.7
New Jersey,1963,45.8
New Jersey,1963,56.6
New Jersey,1963,61.9
New Jersey,1963,58.6
New Jersey,1963,49.8
New Jersey,1963,43.2
New Jersey,1963,38.2
New Jersey,1963,19.3
New Jersey,1964,21.2
New Jersey,1964,20.5
New Jersey,1964,30.0
New Jersey,1964,37.5
New Jersey,1964,49.0
New Jersey,1964,56.2
New Jersey,1964,63.8
New Jersey,1964,58.0
New Jersey,1964,53.3
New Jersey,1964,39.1
New Jersey,1964,33.7
New Jersey,1964,26.5
New Jersey,1965,17.6
New Jersey,1965,20.9
New Jersey,1965,27.9
New Jersey,1965,36.4
New Jersey,1965,51.0
New Jersey,1965,55.7
New Jersey,1965,60.8
New Jersey,1965,60.4
New Jersey,1965,56.1
New Jersey,1965,40.3
New Jersey,1965,33.1
New Jersey,1965,26.4
New Jersey,1966,20.0
New Jersey,1966,21.7
New Jersey,1966,30.3
New Jersey,1966,35.9
New Jersey,1966,46.0
New Jersey,1966,57.5
New Jersey,1966,62.4
New Jersey,1966,61.5
New Jersey,1966,53.5
New Jersey,1966,40.2
New Jersey,1966,35.0
New Jersey,1966,25.2
New Jersey,1967,25.8
New Jersey,1967,17.6
New Jersey,1967,26.8
New Jersey,1967,37.4
New Jersey,1967,42.7
New Jersey,1967,57.4
New Jersey,1967,63.3
New Jersey,1967,62.0
New Jersey,1967,51.2
New Jersey,1967,41.7
New Jersey,1967,30.4
New Jersey,1967,26.4
New Jersey,1968,16.2
New Jersey,1968,17.6
New Jersey,1968,31.4
New Jersey,1968,38.7
New Jersey,1968,46.4
New Jersey,1968,57.6
New Jersey,1968,63.2
New Jersey,1968,62.2
New Jersey,1968,54.1
New Jersey,1968,45.4
New Jersey,1968,36.1
New Jersey,1968,22.4
New Jersey,1969,20.4
New Jersey,1969,23.1
New Jersey,1969,27.2
New Jersey,1969,40.3
New Jersey,1969,48.7
New Jersey,1969,59.2
New Jersey,1969,63.4
New Jersey,1969,62.3
New Jersey,1969,54.5
New Jersey,1969,41.4
New Jersey,1969,33.6
New Jersey,1969,23.6
New Jersey,1970,13.6
New Jersey,1970,21.1
New Jersey,1970,27.6
New Jersey,1970,38.0
New Jersey,1970,50.0
New Jersey,1970,57.4
New Jersey,1970,63.7
New Jersey,1970,62.2
New Jersey,1970,56.1
New Jersey,1970,46.1
New Jersey,1970,37.2
New Jersey,1970,25.5
New Jersey,1971,16.4
New Jersey,1971,23.5
New Jersey,1971,28.8
New Jersey,1971,35.5
New Jersey,1971,46.3
New Jersey,1971,59.1
New Jersey,1971,61.5
New Jersey,1971,60.2
New Jersey,1971,59.7
New Jersey,1971,51.0
New Jersey,1971,34.0
New Jersey,1971,30.4
New Jersey,1972,23.4
New Jersey,1972,20.0
New Jersey,1972,28.5
New Jersey,1972,35.4
New Jersey,1972,48.5
New Jersey,1972,56.6
New Jersey,1972,64.5
New Jersey,1972,60.4
New Jersey,1972,55.5
New Jersey,1972,39.0
New Jersey,1972,33.1
New Jersey,1972,30.9
New Jersey,1973,23.5
New Jersey,1973,21.0
New Jersey,1973,35.4
New Jersey,1973,41.2
New Jersey,1973,47.5
New Jersey,1973,62.2
New Jersey,1973,64.0
New Jersey,1973,64.3
New Jersey,1973,55.0
New Jersey,1973,43.9
New Jersey,1973,35.6
New Jersey,1973,27.8
New Jersey,1974,24.8
New Jersey,1974,20.2
New Jersey,1974,31.0
New Jersey,1974,40.8
New Jersey,1974,48.3
New Jersey,1974,56.6
New Jersey,1974,62.3
New Jersey,1974,62.3
New Jersey,1974,54.2
New Jersey,1974,38.6
New Jersey,1974,34.7
New Jersey,1974,28.5
New Jersey,1975,25.9
New Jersey,1975,25.4
New Jersey,1975,29.1
New Jersey,1975,34.8
New Jersey,1975,52.0
New Jersey,1975,59.4
New Jersey,1975,63.6
New Jersey,1975,62.6
New Jersey,1975,52.8
New Jersey,1975,47.7
New Jersey,1975,38.7
New Jersey,1975,26.0
New Jersey,1976,17.1
New Jersey,1976,26.4
New Jersey,1976,32.2
New Jersey,1976,40.5
New Jersey,1976,47.7
New Jersey,1976,60.6
New Jersey,1976,61.2
New Jersey,1976,60.3
New Jersey,1976,52.2
New Jersey,1976,40.8
New Jersey,1976,28.6
New Jersey,1976,18.7
New Jersey,1977,10.4
New Jersey,1977,21.7
New Jersey,1977,34.5
New Jersey,1977,39.7
New Jersey,1977,48.9
New Jersey,1977,56.0
New Jersey,1977,63.1
New Jersey,1977,62.5
New Jersey,1977,57.5
New Jersey,1977,42.3
New Jersey,1977,38.8
New Jersey,1977,23.9
New Jersey,1978,18.2
New Jersey,1978,12.5
New Jersey,1978,27.2
New Jersey,1978,37.7
New Jersey,1978,47.9
New Jersey,1978,56.8
New Jersey,1978,61.4
New Jersey,1978,65.3
New Jersey,1978,52.3
New Jersey,1978,40.6
New Jersey,1978,36.0
New Jersey,1978,26.1
New Jersey,1979,22.5
New Jersey,1979,12.8
New Jersey,1979,32.5
New Jersey,1979,39.2
New Jersey,1979,51.6
New Jersey,1979,55.3
New Jersey,1979,62.9
New Jersey,1979,62.7
New Jersey,1979,55.2
New Jersey,1979,43.6
New Jersey,1979,38.2
New Jersey,1979,27.8
New Jersey,1980,22.5
New Jersey,1980,18.6
New Jersey,1980,28.6
New Jersey,1980,41.0
New Jersey,1980,50.6
New Jersey,1980,54.6
New Jersey,1980,64.1
New Jersey,1980,64.8
New Jersey,1980,56.6
New Jersey,1980,41.9
New Jersey,1980,31.4
New Jersey,1980,20.2
New Jersey,1981,13.7
New Jersey,1981,25.6
New Jersey,1981,28.4
New Jersey,1981,41.6
New Jersey,1981,48.6
New Jersey,1981,59.1
New Jersey,1981,64.5
New Jersey,1981,60.4
New Jersey,1981,54.8
New Jersey,1981,39.9
New Jersey,1981,34.7
New Jersey,1981,24.6
New Jersey,1982,12.8
New Jersey,1982,24.4
New Jersey,1982,28.8
New Jersey,1982,35.7
New Jersey,1982,50.1
New Jersey,1982,56.2
New Jersey,1982,62.6
New Jersey,1982,58.5
New Jersey,1982,54.1
New Jersey,1982,42.8
New Jersey,1982,36.7
New Jersey,1982,31.2
New Jersey,1983,23.4
New Jersey,1983,23.1
New Jersey,1983,34.0
New Jersey,1983,39.5
New Jersey,1983,47.7
New Jersey,1983,57.5
New Jersey,1983,63.6
New Jersey,1983,63.0
New Jersey,1983,54.1
New Jersey,1983,44.7
New Jersey,1983,35.3
New Jersey,1983,23.7
New Jersey,1984,16.6
New Jersey,1984,28.6
New Jersey,1984,25.8
New Jersey,1984,39.0
New Jersey,1984,48.6
New Jersey,1984,59.5
New Jersey,1984,62.9
New Jersey,1984,63.7
New Jersey,1984,50.8
New Jersey,1984,48.8
New Jersey,1984,32.6
New Jersey,1984,30.9
New Jersey,1985,17.2
New Jersey,1985,23.9
New Jersey,1985,31.1
New Jersey,1985,41.1
New Jersey,1985,51.1
New Jersey,1985,56.0
New Jersey,1985,62.7
New Jersey,1985,61.6
New Jersey,1985,55.7
New Jersey,1985,44.8
New Jersey,1985,40.5
New Jersey,1985,22.4
New Jersey,1986,21.2
New Jersey,1986,22.5
New Jersey,1986,30.0
New Jersey,1986,39.4
New Jersey,1986,50.4
New Jersey,1986,56.9
New Jersey,1986,64.2
New Jersey,1986,60.6
New Jersey,1986,54.8
New Jersey,1986,44.6
New Jersey,1986,32.7
New Jersey,1986,28.0
New Jersey,1987,21.6
New Jersey,1987,20.4
New Jersey,1987,31.0
New Jersey,1987,40.5
New Jersey,1987,49.7
New Jersey,1987,60.3
New Jersey,1987,65.5
New Jersey,1987,60.6
New Jersey,1987,55.9
New Jersey,1987,37.6
New Jersey,1987,35.4
New Jersey,1987,28.5
New Jersey,1988,15.1
New Jersey,1988,23.0
New Jersey,1988,30.3
New Jersey,1988,38.4
New Jersey,1988,49.7
New Jersey,1988,55.8
New Jersey,1988,65.5
New Jersey,1988,65.0
New Jersey,1988,52.2
New Jersey,1988,38.5
New Jersey,1988,34.9
New Jersey,1988,23.4
New Jersey,1989,25.2
New Jersey,1989,24.2
New Jersey,1989,29.7
New Jersey,1989,37.3
New Jersey,1989,48.9
New Jersey,1989,61.8
New Jersey,1989,63.2
New Jersey,1989,62.8
New Jersey,1989,55.9
New Jersey,1989,43.6
New Jersey,1989,33.6
New Jersey,1989,14.4
New Jersey,1990,29.4
New Jersey,1990,27.6
New Jersey,1990,32.3
New Jersey,1990,39.6
New Jersey,1990,48.5
New Jersey,1990,58.2
New Jersey,1990,65.0
New Jersey,1990,63.3
New Jersey,1990,53.4
New Jersey,1990,47.6
New Jersey,1990,35.7
New Jersey,1990,30.2
New Jersey,1991,22.4
New Jersey,1991,27.1
New Jersey,1991,33.3
New Jersey,1991,41.7
New Jersey,1991,53.2
New Jersey,1991,58.6
New Jersey,1991,64.8
New Jersey,1991,63.5
New Jersey,1991,53.0
New Jersey,1991,43.6
New Jersey,1991,35.7
New Jersey,1991,28.3
New Jersey,1992,23.9
New Jersey,1992,25.7
New Jersey,1992,28.9
New Jersey,1992,37.6
New Jersey,1992,46.1
New Jersey,1992,55.7
New Jersey,1992,62.8
New Jersey,1992,58.8
New Jersey,1992,55.2
New Jersey,1992,39.4
New Jersey,1992,35.9
New Jersey,1992,27.4
New Jersey,1993,27.3
New Jersey,1993,19.0
New Jersey,1993,28.2
New Jersey,1993,39.4
New Jersey,1993,49.7
New Jersey,1993,57.7
New Jersey,1993,65.1
New Jersey,1993,62.8
New Jersey,1993,55.5
New Jersey,1993,41.6
New Jersey,1993,33.2
New Jersey,1993,25.4
New Jersey,1994,14.9
New Jersey,1994,18.5
New Jersey,1994,29.6
New Jersey,1994,41.6
New Jersey,1994,46.1
New Jersey,1994,60.8
New Jersey,1994,67.0
New Jersey,1994,59.8
New Jersey,1994,53.6
New Jersey,1994,40.3
New Jersey,1994,38.0
New Jersey,1994,29.1
New Jersey,1995,28.2
New Jersey,1995,19.2
New Jersey,1995,32.6
New Jersey,1995,37.3
New Jersey,1995,48.1
New Jersey,1995,59.1
New Jersey,1995,66.0
New Jersey,1995,62.3
New Jersey,1995,54.6
New Jersey,1995,45.9
New Jersey,1995,31.5
New Jersey,1995,22.5
New Jersey,1996,19.9
New Jersey,1996,23.4
New Jersey,1996,26.4
New Jersey,1996,39.9
New Jersey,1996,47.4
New Jersey,1996,59.6
New Jersey,1996,62.4
New Jersey,1996,61.7
New Jersey,1996,56.8
New Jersey,1996,43.5
New Jersey,1996,30.8
New Jersey,1996,31.1
New Jersey,1997,21.8
New Jersey,1997,28.5
New Jersey,1997,31.4
New Jersey,1997,37.0
New Jersey,1997,45.5
New Jersey,1997,55.8
New Jersey,1997,62.2
New Jersey,1997,60.2
New Jersey,1997,53.6
New Jersey,1997,42.7
New Jersey,1997,33.9
New Jersey,1997,27.9
New Jersey,1998,30.9
New Jersey,1998,30.8
New Jersey,1998,34.1
New Jersey,1998,41.0
New Jersey,1998,52.9
New Jersey,1998,59.1
New Jersey,1998,63.5
New Jersey,1998,63.1
New Jersey,1998,56.8
New Jersey,1998,44.8
New Jersey,1998,33.8
New Jersey,1998,30.5
New Jersey,1999,23.2
New Jersey,1999,25.7
New Jersey,1999,30.0
New Jersey,1999,38.7
New Jersey,1999,48.8
New Jersey,1999,59.1
New Jersey,1999,66.6
New Jersey,1999,63.1
New Jersey,1999,58.0
New Jersey,1999,41.5
New Jersey,1999,38.7
New Jersey,1999,29.0
New Jersey,2000,20.9
New Jersey,2000,25.9
New Jersey,2000,34.4
New Jersey,2000,39.8
New Jersey,2000,51.3
New Jersey,2000,60.2
New Jersey,2000,61.3
New Jersey,2000,62.2
New Jersey,2000,54.1
New Jersey,2000,43.0
New Jersey,2000,33.6
New Jersey,2000,20.2
New Jersey,2001,20.8
New Jersey,2001,25.8
New Jersey,2001,29.6
New Jersey,2001,39.9
New Jersey,2001,50.1
New Jersey,2001,60.3
New Jersey,2001,60.0
New Jersey,2001,65.2
New Jersey,2001,53.3
New Jersey,2001,43.2
New Jersey,2001,37.0
New Jersey,2001,31.7
New Jersey,2002,28.2
New Jersey,2002,27.3
New Jersey,2002,32.4
New Jersey,2002,42.3
New Jersey,2002,47.5
New Jersey,2002,58.9
New Jersey,2002,64.9
New Jersey,2002,64.7
New Jersey,2002,56.7
New Jersey,2002,45.2
New Jersey,2002,34.3
New Jersey,2002,25.1
New Jersey,2003,18.9
New Jersey,2003,19.8
New Jersey,2003,30.2
New Jersey,2003,38.4
New Jersey,2003,47.6
New Jersey,2003,58.0
New Jersey,2003,64.5
New Jersey,2003,65.8
New Jersey,2003,58.3
New Jersey,2003,42.2
New Jersey,2003,39.2
New Jersey,2003,26.9
New Jersey,2004,17.1
New Jersey,2004,23.6
New Jersey,2004,33.6
New Jersey,2004,41.3
New Jersey,2004,54.9
New Jersey,2004,58.8
New Jersey,2004,63.9
New Jersey,2004,63.2
New Jersey,2004,57.8
New Jersey,2004,44.3
New Jersey,2004,36.7
New Jersey,2004,26.5
New Jersey,2005,22.1
New Jersey,2005,24.8
New Jersey,2005,28.1
New Jersey,2005,40.0
New Jersey,2005,45.1
New Jersey,2005,61.6
New Jersey,2005,66.4
New Jersey,2005,66.5
New Jersey,2005,57.9
New Jersey,2005,47.9
New Jersey,2005,36.4
New Jersey,2005,24.0
New Jersey,2006,29.1
New Jersey,2006,25.0
New Jersey,2006,31.7
New Jersey,2006,41.0
New Jersey,2006,49.7
New Jersey,2006,60.6
New Jersey,2006,66.8
New Jersey,2006,63.7
New Jersey,2006,54.9
New Jersey,2006,42.8
New Jersey,2006,40.8
New Jersey,2006,31.9
New Jersey,2007,28.3
New Jersey,2007,19.3
New Jersey,2007,29.2
New Jersey,2007,38.6
New Jersey,2007,49.7
New Jersey,2007,59.7
New Jersey,2007,63.3
New Jersey,2007,63.3
New Jersey,2007,56.3
New Jersey,2007,52.0
New Jersey,2007,34.3
New Jersey,2007,28.3
New Jersey,2008,25.6
New Jersey,2008,25.5
New Jersey,2008,31.4
New Jersey,2008,41.7
New Jersey,2008,46.4
New Jersey,2008,61.5
New Jersey,2008,65.2
New Jersey,2008,59.6
New Jersey,2008,57.4
New Jersey,2008,42.0
New Jersey,2008,35.7
New Jersey,2008,27.4
New Jersey,2009,18.8
New Jersey,2009,25.0
New Jersey,2009,30.5
New Jersey,2009,41.4
New Jersey,2009,50.9
New Jersey,2009,58.8
New Jersey,2009,61.6
New Jersey,2009,65.6
New Jersey,2009,55.4
New Jersey,2009,44.0
New Jersey,2009,41.0
New Jersey,2009,26.3
New Jersey,2010,23.2
New Jersey,2010,24.4
New Jersey,2010,36.2
New Jersey,2010,42.9
New Jersey,2010,52.7
New Jersey,2010,62.7
New Jersey,2010,67.3
New Jersey,2010,64.6
New Jersey,2010,57.9
New Jersey,2010,45.7
New Jersey,2010,35.2
New Jersey,2010,23.3
New Jersey,2011,19.0
New Jersey,2011,24.0
New Jersey,2011,31.5
New Jersey,2011,44.0
New Jersey,2011,53.4
New Jersey,2011,61.2
New Jersey,2011,67.4
New Jersey,2011,63.7
New Jersey,2011,61.0
New Jersey,2011,46.0
New Jersey,2011,38.1
New Jersey,2011,31.0
New Jersey,2012,26.4
New Jersey,2012,29.6
New Jersey,2012,39.2
New Jersey,2012,40.8
New Jersey,2012,55.4
New Jersey,2012,59.0
New Jersey,2012,67.2
New Jersey,2012,64.7
New Jersey,2012,56.7
New Jersey,2012,47.9
New Jersey,2012,32.6
New Jersey,2012,32.8
New Jersey,2013,26.0
New Jersey,2013,25.0
New Jersey,2013,30.2
New Jersey,2013,40.3
New Jersey,2013,50.1
New Jersey,2013,60.9
New Jersey,2013,69.1
New Jersey,2013,61.9
New Jersey,2013,52.9
New Jersey,2013,46.7
New Jersey,2013,33.0
New Jersey,2013,27.5
New Jersey,2014,16.1
New Jersey,2014,20.2
New Jersey,2014,25.2
New Jersey,2014,38.4
New Jersey,2014,51.3
New Jersey,2014,59.7
New Jersey,2014,63.8
New Jersey,2014,60.0
New Jersey,2014,56.4
New Jersey,2014,47.4
New Jersey,2014,32.8
New Jersey,2014,31.6
New Jersey,2015,19.5
New Jersey,2015,12.3
New Jersey,2015,25.9
New Jersey,2015,40.1
New Jersey,2015,53.8
New Jersey,2015,60.8
New Jersey,2015,65.5
New Jersey,2015,62.7
New Jersey,2015,59.8
New Jersey,2015,43.6
New Jersey,2015,39.6
New Jersey,2015,40.0
New Jersey,2016,22.0
New Jersey,2016,26.5
New Jersey,2016,35.8
New Jersey,2016,38.6
New Jersey,2016,50.4
New Jersey,2016,59.1
New Jersey,2016,66.9
New Jersey,2016,66.4
New Jersey,2016,59.1
New Jersey,2016,46.2
New Jersey,2016,35.8
New Jersey,2016,27.9
New Jersey,2017,29.1
New Jersey,2017,30.2
New Jersey,2017,29.2
New Jersey,2017,45.0
New Jersey,2017,50.4
New Jersey,2017,59.6
New Jersey,2017,66.0
New Jersey,2017,61.8
New Jersey,2017,58.3
New Jersey,2017,50.1
New Jersey,2017,33.9
New Jersey,2017,25.2
New Jersey,2018,19.4
New Jersey,2018,30.2
New Jersey,2018,29.8
New Jersey,2018,36.6
New Mexico,1950,21.1
New Mexico,1950,24.8
New Mexico,1950,26.9
New Mexico,1950,36.0
New Mexico,1950,42.0
New Mexico,1950,52.8
New Mexico,1950,57.4
New Mexico,1950,53.5
New Mexico,1950,48.1
New Mexico,1950,42.2
New Mexico,1950,26.0
New Mexico,1950,21.3
New Mexico,1951,18.2
New Mexico,1951,21.7
New Mexico,1951,27.0
New Mexico,1951,34.3
New Mexico,1951,44.3
New Mexico,1951,50.3
New Mexico,1951,60.1
New Mexico,1951,57.9
New Mexico,1951,48.4
New Mexico,1951,39.1
New Mexico,1951,25.3
New Mexico,1951,21.5
New Mexico,1952,24.4
New Mexico,1952,22.1
New Mexico,1952,24.9
New Mexico,1952,36.3
New Mexico,1952,44.6
New Mexico,1952,55.5
New Mexico,1952,57.2
New Mexico,1952,58.4
New Mexico,1952,48.8
New Mexico,1952,36.2
New Mexico,1952,23.7
New Mexico,1952,18.5
New Mexico,1953,24.2
New Mexico,1953,20.0
New Mexico,1953,30.7
New Mexico,1953,35.0
New Mexico,1953,40.8
New Mexico,1953,55.1
New Mexico,1953,59.4
New Mexico,1953,55.8
New Mexico,1953,47.3
New Mexico,1953,37.9
New Mexico,1953,27.6
New Mexico,1953,15.8
New Mexico,1954,21.3
New Mexico,1954,25.5
New Mexico,1954,27.8
New Mexico,1954,39.4
New Mexico,1954,45.4
New Mexico,1954,53.2
New Mexico,1954,59.8
New Mexico,1954,56.9
New Mexico,1954,52.4
New Mexico,1954,41.7
New Mexico,1954,27.8
New Mexico,1954,19.9
New Mexico,1955,18.9
New Mexico,1955,16.7
New Mexico,1955,27.6
New Mexico,1955,34.4
New Mexico,1955,43.8
New Mexico,1955,50.8
New Mexico,1955,57.2
New Mexico,1955,57.8
New Mexico,1955,49.4
New Mexico,1955,39.1
New Mexico,1955,26.7
New Mexico,1955,23.4
New Mexico,1956,24.0
New Mexico,1956,18.3
New Mexico,1956,26.8
New Mexico,1956,33.1
New Mexico,1956,45.2
New Mexico,1956,56.3
New Mexico,1956,57.3
New Mexico,1956,54.7
New Mexico,1956,48.8
New Mexico,1956,39.4
New Mexico,1956,21.1
New Mexico,1956,18.5
New Mexico,1957,24.7
New Mexico,1957,31.6
New Mexico,1957,30.2
New Mexico,1957,34.4
New Mexico,1957,43.3
New Mexico,1957,53.3
New Mexico,1957,59.5
New Mexico,1957,57.6
New Mexico,1957,46.6
New Mexico,1957,40.8
New Mexico,1957,26.0
New Mexico,1957,22.2
New Mexico,1958,19.0
New Mexico,1958,26.3
New Mexico,1958,27.3
New Mexico,1958,34.9
New Mexico,1958,46.5
New Mexico,1958,55.7
New Mexico,1958,57.9
New Mexico,1958,57.8
New Mexico,1958,51.8
New Mexico,1958,39.8
New Mexico,1958,27.3
New Mexico,1958,20.4
New Mexico,1959,18.4
New Mexico,1959,22.8
New Mexico,1959,24.9
New Mexico,1959,36.5
New Mexico,1959,44.5
New Mexico,1959,55.2
New Mexico,1959,57.3
New Mexico,1959,57.9
New Mexico,1959,47.9
New Mexico,1959,37.5
New Mexico,1959,24.8
New Mexico,1959,23.2
New Mexico,1960,17.0
New Mexico,1960,19.3
New Mexico,1960,28.6
New Mexico,1960,35.7
New Mexico,1960,42.2
New Mexico,1960,54.2
New Mexico,1960,57.1
New Mexico,1960,56.3
New Mexico,1960,50.3
New Mexico,1960,38.4
New Mexico,1960,28.1
New Mexico,1960,18.7
New Mexico,1961,17.0
New Mexico,1961,23.0
New Mexico,1961,29.1
New Mexico,1961,34.1
New Mexico,1961,43.8
New Mexico,1961,53.3
New Mexico,1961,56.9
New Mexico,1961,56.8
New Mexico,1961,47.7
New Mexico,1961,36.7
New Mexico,1961,27.3
New Mexico,1961,20.4
New Mexico,1962,16.9
New Mexico,1962,26.7
New Mexico,1962,23.9
New Mexico,1962,37.3
New Mexico,1962,43.2
New Mexico,1962,50.6
New Mexico,1962,57.6
New Mexico,1962,55.5
New Mexico,1962,51.8
New Mexico,1962,40.6
New Mexico,1962,30.1
New Mexico,1962,23.1
New Mexico,1963,13.6
New Mexico,1963,24.1
New Mexico,1963,27.6
New Mexico,1963,37.0
New Mexico,1963,46.0
New Mexico,1963,51.6
New Mexico,1963,59.9
New Mexico,1963,57.7
New Mexico,1963,52.2
New Mexico,1963,41.8
New Mexico,1963,28.7
New Mexico,1963,16.7
New Mexico,1964,14.1
New Mexico,1964,14.6
New Mexico,1964,24.4
New Mexico,1964,33.6
New Mexico,1964,44.6
New Mexico,1964,51.6
New Mexico,1964,59.4
New Mexico,1964,56.9
New Mexico,1964,51.2
New Mexico,1964,38.1
New Mexico,1964,27.2
New Mexico,1964,21.3
New Mexico,1965,23.1
New Mexico,1965,20.0
New Mexico,1965,24.1
New Mexico,1965,36.4
New Mexico,1965,43.2
New Mexico,1965,50.7
New Mexico,1965,58.7
New Mexico,1965,55.4
New Mexico,1965,49.0
New Mexico,1965,36.8
New Mexico,1965,31.6
New Mexico,1965,24.0
New Mexico,1966,15.5
New Mexico,1966,18.5
New Mexico,1966,27.8
New Mexico,1966,35.9
New Mexico,1966,45.4
New Mexico,1966,53.1
New Mexico,1966,60.6
New Mexico,1966,56.4
New Mexico,1966,50.0
New Mexico,1966,36.6
New Mexico,1966,29.9
New Mexico,1966,18.6
New Mexico,1967,16.8
New Mexico,1967,22.7
New Mexico,1967,31.6
New Mexico,1967,37.3
New Mexico,1967,41.7
New Mexico,1967,53.0
New Mexico,1967,59.6
New Mexico,1967,55.4
New Mexico,1967,49.6
New Mexico,1967,37.7
New Mexico,1967,28.9
New Mexico,1967,18.7
New Mexico,1968,20.2
New Mexico,1968,26.3
New Mexico,1968,29.1
New Mexico,1968,33.5
New Mexico,1968,43.0
New Mexico,1968,52.3
New Mexico,1968,57.3
New Mexico,1968,55.2
New Mexico,1968,46.0
New Mexico,1968,38.1
New Mexico,1968,27.7
New Mexico,1968,17.4
New Mexico,1969,25.2
New Mexico,1969,23.3
New Mexico,1969,22.7
New Mexico,1969,37.2
New Mexico,1969,44.7
New Mexico,1969,51.4
New Mexico,1969,60.4
New Mexico,1969,59.4
New Mexico,1969,51.3
New Mexico,1969,38.7
New Mexico,1969,26.6
New Mexico,1969,23.4
New Mexico,1970,18.0
New Mexico,1970,25.2
New Mexico,1970,25.8
New Mexico,1970,31.8
New Mexico,1970,43.1
New Mexico,1970,51.4
New Mexico,1970,59.0
New Mexico,1970,57.5
New Mexico,1970,48.8
New Mexico,1970,34.8
New Mexico,1970,26.9
New Mexico,1970,21.8
New Mexico,1971,18.4
New Mexico,1971,21.2
New Mexico,1971,27.0
New Mexico,1971,33.5
New Mexico,1971,41.4
New Mexico,1971,52.1
New Mexico,1971,58.5
New Mexico,1971,55.6
New Mexico,1971,48.1
New Mexico,1971,38.3
New Mexico,1971,28.4
New Mexico,1971,21.9
New Mexico,1972,19.6
New Mexico,1972,22.5
New Mexico,1972,31.1
New Mexico,1972,35.0
New Mexico,1972,42.6
New Mexico,1972,53.0
New Mexico,1972,58.0
New Mexico,1972,55.9
New Mexico,1972,50.5
New Mexico,1972,42.9
New Mexico,1972,24.5
New Mexico,1972,19.7
New Mexico,1973,18.0
New Mexico,1973,23.6
New Mexico,1973,28.4
New Mexico,1973,30.4
New Mexico,1973,42.7
New Mexico,1973,50.2
New Mexico,1973,56.8
New Mexico,1973,54.7
New Mexico,1973,47.6
New Mexico,1973,36.8
New Mexico,1973,28.3
New Mexico,1973,19.1
New Mexico,1974,19.7
New Mexico,1974,18.3
New Mexico,1974,31.7
New Mexico,1974,34.2
New Mexico,1974,45.9
New Mexico,1974,53.8
New Mexico,1974,57.7
New Mexico,1974,54.4
New Mexico,1974,47.7
New Mexico,1974,42.1
New Mexico,1974,27.7
New Mexico,1974,18.4
New Mexico,1975,19.0
New Mexico,1975,22.4
New Mexico,1975,27.6
New Mexico,1975,31.7
New Mexico,1975,39.9
New Mexico,1975,50.1
New Mexico,1975,56.9
New Mexico,1975,55.0
New Mexico,1975,48.0
New Mexico,1975,36.4
New Mexico,1975,24.4
New Mexico,1975,20.3
New Mexico,1976,16.9
New Mexico,1976,27.2
New Mexico,1976,27.1
New Mexico,1976,36.0
New Mexico,1976,43.3
New Mexico,1976,51.5
New Mexico,1976,56.9
New Mexico,1976,55.1
New Mexico,1976,49.6
New Mexico,1976,34.2
New Mexico,1976,22.7
New Mexico,1976,16.6
New Mexico,1977,17.1
New Mexico,1977,22.6
New Mexico,1977,25.1
New Mexico,1977,36.6
New Mexico,1977,44.0
New Mexico,1977,54.2
New Mexico,1977,58.8
New Mexico,1977,58.9
New Mexico,1977,52.0
New Mexico,1977,40.0
New Mexico,1977,28.5
New Mexico,1977,24.8
New Mexico,1978,21.8
New Mexico,1978,23.2
New Mexico,1978,31.1
New Mexico,1978,36.9
New Mexico,1978,43.4
New Mexico,1978,54.3
New Mexico,1978,59.0
New Mexico,1978,55.2
New Mexico,1978,50.0
New Mexico,1978,39.9
New Mexico,1978,33.0
New Mexico,1978,19.0
New Mexico,1979,17.7
New Mexico,1979,22.0
New Mexico,1979,28.3
New Mexico,1979,35.2
New Mexico,1979,44.0
New Mexico,1979,51.0
New Mexico,1979,57.4
New Mexico,1979,54.2
New Mexico,1979,49.5
