"","state","year","tavg","tmax","tmin","pcp"
"1292","MD",2002,56.3,66.8,45.8,41.4
"1293","MA",1950,47.1,57.5,36.6,41.5
"1294","MA",1951,48,58.2,37.9,49.1
"1295","MA",1952,48.4,58.6,38.2,43.3
"1296","MA",1953,49.6,60.2,39,53.6
"1297","MA",1954,47.5,57.6,37.4,52.4
"1298","MA",1955,47.5,57.6,37.5,51.7
"1299","MA",1956,46.4,56.5,36.2,45.1
"1300","MA",1957,48.2,59.2,37.2,33.9
"1301","MA",1958,45.7,55.4,36,48.8
"1302","MA",1959,47.9,58.2,37.6,48.7
"1303","MA",1960,46.9,57.2,36.5,46.9
"1304","MA",1961,47,57,37,43.6
"1305","MA",1962,45.6,56.1,35.1,43.5
"1306","MA",1963,46.3,57.2,35.4,37.7
"1307","MA",1964,46.8,57.7,35.9,34.6
"1308","MA",1965,46.3,57,35.7,29.3
"1309","MA",1966,46.9,57.5,36.3,37.6
"1310","MA",1967,46,56,36,46.5
"1311","MA",1981,47.2,57.5,37,43.1
"1312","MA",1982,46.8,57.3,36.3,45.7
"1313","MA",1983,48.5,58.6,38.4,59.4
"1314","MA",1984,48,58.1,37.8,49.9
"1315","MA",1985,47.2,57.6,36.9,40.5
"1316","MA",1986,47.2,57.3,37,48.4
"1317","MA",1987,47.4,57.8,37,45.2
"1318","MA",1988,47.2,57.8,36.7,42.3
"1319","MA",1989,46.6,56.9,36.4,50.3
"1320","MA",1990,49.7,59.8,39.5,52
"1321","MA",1991,49.6,60.1,39,48.2
"1322","MA",1992,46.4,56.4,36.4,44.7
"1323","MA",1993,47.3,57.7,37,44.4
"1324","MA",1994,47.7,58.1,37.2,47.8
"1325","MA",1995,47.8,58,37.6,41.4
"1326","MA",1996,47.3,57,37.6,60.6
"1327","MA",1997,47.4,57.4,37.3,41.1
"1328","MA",1998,50.4,60.2,40.5,50.1
"1329","MA",1999,49.8,60.4,39.2,46
"1330","MA",2000,47.5,57.4,37.6,50.1
"1331","MA",2001,49.1,59.7,38.5,40
"1332","MA",2002,49.3,59.5,39.1,47.2
"1333","MA",2003,47.1,56.8,37.4,53.2
"1334","MA",2004,47.6,57.4,37.9,46.4
"1335","MA",2005,48.4,58.5,38.3,57
"1336","MA",2006,50.1,59.8,40.4,53.7
"1337","MA",2007,48.3,58.5,38.1,45.4
"1338","MA",1968,46.5,56.9,36.1,43.9
"1339","MA",1969,47.1,57,37.3,49.3
"1340","MA",1970,46.7,56.8,36.5,41.5
"1341","MA",1971,47,57.4,36.6,40.5
"1342","MA",1972,45.9,55.7,36.2,59.4
"1343","MA",1973,49,59,39,52
"1344","MA",1974,47.1,57.4,36.8,44.7
"1345","MA",1975,48,58,38,55.7
"1346","MA",1976,46.6,57.2,35.9,42.4
"1347","MA",1977,47.1,57.2,37,54
"1348","MA",1978,45.7,56.2,35.1,42.2
"1349","MA",1979,47.9,57.5,38.2,54.4
"1350","MA",1980,46.6,57.1,36.1,35.5
"1351","MA",2010,50.4,60.2,40.5,49.6
"1352","MA",2011,49.7,59.5,39.8,60.8
"1353","MA",2008,48.6,58.6,38.6,59.7
"1354","MA",2009,47.7,57.4,38.1,51.7
"1355","MA",2014,47.7,57.8,37.7,50
"1356","MA",2015,48.5,59.2,37.7,41.3
"1357","MA",2012,51.3,61.2,41.5,41.7
"1358","MA",2013,48.8,58.8,38.8,46.3
"1359","MA",2016,50.3,60.8,39.8,36.8
"1360","MA",2017,49.5,59.3,39.8,46.9
"1361","MI",1993,43.2,52.8,33.7,32.4
"1362","MI",1994,43.9,54.2,33.5,32.3
"1363","MI",2005,46,56.2,35.9,29.8
"1364","MI",2006,47,56.6,37.4,35.8
"1365","MI",2007,46.1,56.2,35.9,30.6
"1366","MI",1995,44.2,53.9,34.5,31.8
"1367","MI",1996,42.5,52.3,32.8,34
"1368","MI",1997,43.5,53.2,33.9,29.9
"1369","MI",1998,48.2,58.3,38.2,29.5
"1370","MI",1999,46.4,56.8,35.9,31.4
"1371","MI",2000,45,55,35,33
"1372","MI",2001,46.8,56.5,37.1,35.1
"1373","MI",2002,45.7,55.4,36,30.9
"1374","MI",2003,44,54.2,33.7,31
"1375","MI",2004,44.6,54.5,34.6,35.3
"1376","MI",1977,44,54.2,33.9,33.9
"1377","MI",1978,42.4,52.8,32,30.9
"1378","MI",1979,42.4,52.2,32.6,32.4
"1379","MI",2008,44,54.1,34,36.8
"1380","MI",2009,43.8,53.7,33.8,33.8
"1381","MI",2010,47.1,56.9,37.3,31.2
"1382","MI",2011,45.6,55.3,36,36.8
"1383","MI",2012,48.4,58.7,38.2,31
"1384","MI",2013,44.1,53.7,34.4,38.2
"1385","MI",2014,41.9,51.6,32.1,36.6
"1386","MI",2015,45.1,55.2,35,31.7
"1387","MI",2016,47.4,57,37.7,35.8
"1388","MI",2017,46.3,55.8,36.8,39.2
"1389","MI",1950,41.9,52.1,31.6,35
"1390","MI",1951,42.7,52.5,32.8,37.2
"1391","MI",1952,44.8,55.1,34.5,29.9
"1392","MI",1953,45.9,56.2,35.6,29.8
"1393","MI",1954,44.2,54.1,34.3,35.5
"1394","MI",1955,45.2,55.6,34.7,28.1
"1395","MI",1956,43.4,53.7,33.2,28.5
"1396","MI",1957,43.6,53.8,33.4,31.6
"1397","MI",1958,42.9,53.4,32.4,25.8
"1398","MI",1959,43.8,53.8,33.7,36.4
"1399","MI",1960,43.3,53.3,33.2,31.4
"1400","MI",1961,44.1,54.2,34.1,30.8
"1401","MI",1962,42.9,53.1,32.7,26.8
"1402","MI",1963,42.9,53.9,31.9,24.5
"1403","MI",1964,44.7,55.3,34.1,29.2
"1404","MI",1965,43,52.9,33,34.4
"1405","MI",1966,43.3,53.5,33.2,29.4
"1406","MI",1967,42.6,52.7,32.5,33.7
"1407","MI",1968,44,54,34,34.8
"1408","MI",1969,43.4,53.4,33.5,30.8
"1409","MI",1970,43.6,53.6,33.6,32.6
"1410","MI",1971,44,54.3,33.7,29.8
"1411","MI",1972,41.7,51.6,31.9,34.3
"1412","MI",1973,45.6,55.1,36.2,33.1
"1413","MI",1974,43.3,53.3,33.2,32.5
"1414","MI",1975,44.6,54.5,34.7,36.6
"1415","MI",1976,42.6,53.5,31.8,27.9
"1416","MI",1990,45.7,55.8,35.5,36.2
"1417","MI",1991,45.8,55.9,35.8,35.5
"1418","MI",1992,43.3,52.7,34,33.3
"1419","MI",1980,42.8,52.6,33.1,31.5
"1420","MI",1981,44,54,34.1,32.1
"1421","MI",1982,43.2,53.2,33.2,34.4
"1422","MI",1983,44.7,54.3,35.2,34.8
"1423","MI",1984,44.3,54.3,34.3,31.9
"1424","MI",1985,43.5,53.2,33.7,39.2
"1425","MI",1986,44.5,54.2,34.7,34.8
"1426","MI",1987,46.9,56.9,36.8,30.4
"1427","MI",1988,44.5,55.2,33.8,32.3
"1428","MI",1989,42.6,53,32.2,27.5
"1429","MN",1950,36.5,47.3,25.6,26
"1430","MN",1951,37.2,47.2,27.1,30.5
"1431","MN",1952,41.2,52.2,30.1,22.4
"1432","MN",1966,38.6,49.4,27.8,24.6
"1433","MN",1967,38.9,50.1,27.7,21.4
"1434","MN",1968,40.6,51.1,30,33.4
"1435","MN",1969,39.5,49.9,29.1,25.6
"1436","MN",1970,39.1,49.9,28.3,27.4
"1437","MN",1971,39.6,50.4,28.9,29
"1438","MN",1972,37.7,48,27.3,27.7
"1439","MN",1973,42.3,52.4,32.1,28.1
"1440","MN",1974,40.2,50.9,29.4,23.5
"1441","MN",1975,40.1,50.7,29.6,27.9
"1442","MN",1976,40.5,52.8,28.2,15.8
"1443","MN",1977,41.2,51.7,30.6,33.9
"1444","MN",1978,39,50,28.1,25.9
"1445","MN",1979,37.8,48.1,27.5,28.3
"1446","MN",1980,40.7,51.9,29.5,22
"1447","MN",1981,42.6,53.2,31.9,28
"1448","MN",1982,39,49.3,28.8,29.8
"1449","MN",1983,41.4,50.9,31.9,29.1
"1450","MN",1984,41.3,51.7,30.9,28
"1451","MN",1985,38.7,49.4,28,30.6
"1452","MN",1986,41.5,51.8,31.2,31.4
"1453","MN",1987,45.3,56.1,34.4,22
"1454","MN",1988,41.6,53.2,29.9,22.4
"1455","MN",1989,39.1,50.6,27.6,22.4
"1456","MN",1990,42.5,53.8,31.1,26.3
"1457","MN",1991,41.7,52.2,31.3,32.2
"1458","MN",1992,40.9,50.7,31.1,25.4
"1459","MN",1953,41.8,52.4,31.1,30
"1460","MN",1954,40.9,51,30.8,24.7
"1461","MN",1955,40,51.3,28.8,24.9
"1462","MN",1956,39.6,50.9,28.4,24
"1463","MN",1957,40.1,50.7,29.4,29.3
"1464","MN",1958,40.6,51.9,29.3,20.5
"1465","MN",1959,40.1,51,29.3,26
"1466","MN",1960,39.8,50.8,28.9,24.1
"1467","MN",1961,41,52,30.1,23
"1468","MN",1962,39.8,50,29.5,28.2
"1469","MN",1963,41.2,52.2,30.1,24
"1470","MN",1964,40.9,52.1,29.6,26.6
"1471","MN",1965,38.3,48.6,27.9,33.2
"1472","MN",2005,43.1,53.3,32.8,31.6
"1473","MN",2006,44.4,54.7,34,22.7
"1474","MN",2007,42.4,52.8,32.1,29.2
"1475","MN",2008,39.4,50.1,28.8,27.3
"1476","MN",2009,40.1,50.3,29.9,26.3
"1477","MN",2010,42.8,53.2,32.5,33.4
"1478","MN",2011,42,52.3,31.8,24.3
"1479","MN",2012,45.2,56.1,34.3,26.1
"1480","MN",2013,39.3,49.5,29.1,29
"1481","MN",2014,38.6,48.7,28.6,29.1
"1482","MN",2015,43.5,53.8,33.2,29.4
"1483","MN",2016,44.6,54.2,34.9,33.5
"1484","MN",2017,42.7,52.8,32.6,28.2
"1485","MN",2004,41.3,51.7,30.9,29.8
"1486","MN",1996,37.6,48,27.2,27.7
"1487","MN",1993,38.9,48.9,29,31.4
"1488","MN",1994,40.9,51.3,30.6,28.2
"1489","MN",1995,40.3,50.3,30.3,29.5
"1490","MN",2000,41.8,52.4,31.2,27.9
"1491","MN",1997,40.6,50.7,30.4,25.2
"1492","MN",1998,44.9,54.8,35,28.8
"1493","MN",1999,43.7,54.1,33.2,29.6
"1494","MN",2001,43,53.4,32.7,29.2
"1495","MN",2002,42,52.1,32,28.5
"1496","MN",2003,41.5,52.4,30.7,22.2
"1497","MS",1993,62.7,73.6,51.8,55
"1498","MS",1992,62.8,73.8,51.9,56
"1499","MS",2006,64.8,76.8,52.7,52.4
"1500","MS",1994,63.5,74.3,52.8,60.4
"1501","MS",1995,63.6,75,52.2,57.4
"1502","MS",1996,63,74.3,51.7,54.1
"1503","MS",1997,62.9,73.7,52.1,64.8
"1504","MS",1998,65.8,76.7,55,57
"1505","MS",1999,65,77.1,52.9,47.9
"1506","MS",2000,64.2,76.3,52.1,44.6
"1507","MS",2001,63.7,75.1,52.3,66.2
"1508","MS",2002,64,74.8,53.1,66
"1509","MS",2003,63.3,74.3,52.2,58.9
"1510","MS",2004,64,74.8,53.3,65.8
"1511","MS",2005,64.3,75.7,52.8,50.6
"1512","MS",1979,61.6,72.6,50.6,75.5
"1513","MS",1980,63.1,74.7,51.4,61.9
"1514","MS",1981,63.1,75,51.2,42.3
"1515","MS",1982,63.8,74.8,52.7,66.5
"1516","MS",1983,61.7,72.6,50.8,74.3
"1517","MS",1984,63.3,74.7,52,54.9
"1518","MS",1985,63.2,74.1,52.3,52.7
"1519","MS",1986,64.6,75.9,53.2,48.8
"1520","MS",1987,63.5,75.4,51.7,52.3
"1521","MS",1988,62.7,74.6,50.8,52.4
"1522","MS",1989,62.4,73.3,51.6,65.5
"1523","MS",1990,65.1,77,53.2,60.9
"1524","MS",1991,64.3,74.8,53.8,73.9
"1525","MS",1950,63.7,75,52.4,60.7
"1526","MS",1951,64.4,76.6,52.1,53.7
"1527","MS",1952,64,76.6,51.5,39.9
"1528","MS",1953,64.6,76.9,52.3,56.9
"1529","MS",1954,65.1,77.9,52.3,39.4
"1530","MS",1955,64.1,76.1,52.1,50.9
"1531","MS",1956,64.4,76.6,52.1,50.6
"1532","MS",1957,64.3,74.9,53.5,64.1
"1533","MS",1958,61.7,72.8,50.6,57.3
"1534","MS",1959,63.3,74.7,51.9,55.6
"1535","MS",1960,62.1,73.7,50.5,48.6
"1536","MS",1961,62.3,73.9,50.7,73.4
"1537","MS",1962,63.6,75.6,51.7,47.5
"1538","MS",1963,62.7,75.1,50.2,41
"1539","MS",1964,63.2,74.9,51.5,62.9
"1540","MS",2007,65,76.7,53.2,41.7
"1541","MS",2008,63.3,74.8,51.8,59.4
"1542","MS",2009,63.6,74.4,52.8,68.4
"1543","MS",2010,63.5,75.3,51.7,43.9
"1544","MS",2011,64.4,76.1,52.7,52.8
"1545","MS",2012,65.7,77.1,54.3,59.1
"1546","MS",2013,63.1,73.9,52.3,62.9
"1547","MS",2014,62.3,73.6,51.1,58.2
"1548","MS",2015,65.3,76,54.5,60.5
"1549","MS",2016,65.9,77.4,54.5,53.1
"1550","MS",2017,65.8,76.7,54.9,59
"1551","MS",1976,61.4,73.6,49.3,50.2
"1552","MS",1977,63.3,74.9,51.7,59.5
"1553","MS",1978,62.2,74,50.4,49.3
"1554","MS",1965,63.8,75.6,52.1,44.5
"1555","MS",1966,62.2,73.6,50.9,53.5
"1556","MS",1967,62.6,74.4,50.8,52
"1557","MS",1968,61.5,73.2,49.8,54.7
"1558","MS",1969,62.3,74,50.6,50.9
"1559","MS",1970,62.6,74.1,51.1,53.6
"1560","MS",1971,63.4,75,51.8,58.4
"1561","MS",1972,63.5,75.1,51.9,58.3
"1562","MS",1973,63.7,74.9,52.5,71.9
"1563","MS",1974,63.5,74.9,52,69.2
"1564","MS",1975,63.3,74.3,52.3,68.5
"1565","MO",1964,55.1,66.7,43.5,37.5
"1566","MO",1965,55,66.2,43.8,43.4
"1567","MO",1953,56.6,68.9,44.3,25.1
"1568","MO",1954,57,69,45.1,35.3
"1569","MO",1955,55,66.6,43.3,33.4
"1570","MO",1956,55.7,67.8,43.6,31.3
"1571","MO",1957,54.5,65.1,44,48
"1572","MO",1958,53,63.7,42.3,43
"1573","MO",1959,54.3,65.4,43.2,38.3
"1574","MO",1960,53.1,64.1,42.1,34.9
"1575","MO",1961,53.3,64.2,42.4,47.8
"1576","MO",1962,54,65.1,43,34.9
"1577","MO",1963,54.5,66.4,42.6,28.9
"1578","MO",1977,54.8,65.6,44.1,44.3
"1579","MO",1978,52.6,63.5,41.7,40.3
"1580","MO",1966,53.4,64.8,41.9,34.6
"1581","MO",1967,53.7,64.9,42.6,42.7
"1582","MO",1968,53.4,64.2,42.5,41.1
"1583","MO",1969,53.4,64.1,42.7,43.6
"1584","MO",1970,54.1,64.9,43.2,43.8
"1585","MO",1971,54.8,66.1,43.6,33.8
"1586","MO",1972,53.7,64.5,43,38.5
"1587","MO",1973,55.2,65.4,45.1,57.1
"1588","MO",1974,54.4,65.4,43.5,42.6
"1589","MO",1975,54.6,65.5,43.8,41.8
"1590","MO",1976,53.6,65.8,41.4,28.5
"1591","MO",1950,52.9,64.1,41.6,39.6
"1592","MO",1951,52.7,63.4,42,51.2
"1593","MO",1952,55.2,67.2,43.2,32.5
"1594","MO",1991,56.1,67,45.2,39.1
"1595","MO",1992,54.5,65.1,43.9,41.7
"1596","MO",1993,53,62.9,43.1,56.6
"1597","MO",1994,54.7,65.6,43.7,42
"1598","MO",1995,54.2,65.1,43.3,42
"1599","MO",1996,52.9,63.7,42.2,43.6
"1600","MO",1997,53.7,64.1,43.3,39.8
"1601","MO",1998,57.2,67.1,47.2,49.8
"1602","MO",1999,56.4,67.7,45.1,36.8
"1603","MO",2000,55.1,66.1,44.2,35.7
"1604","MO",2001,55.8,66.6,45,43.6
"1605","MO",2002,55.3,66.4,44.3,40.2
"1606","MO",2003,54.5,65.4,43.6,40
"1607","MO",2004,55,65.3,44.6,44.5
"1608","MO",2005,56.2,67.1,45.3,36.4
"1609","MO",2006,56.8,68,45.5,38
"1610","MO",2007,56.2,67,45.4,39.5
"1611","MO",2008,53.4,64.1,42.8,56.1
"1612","MO",2009,54,64.2,43.7,51.7
"1613","MO",2010,55.2,65.8,44.6,44.5
"1614","MO",2011,55.6,66.3,44.9,45.7
"1615","MO",2012,58.5,70.4,46.7,31
"1616","MO",2013,53.6,64.2,43,45.7
"1617","MO",2014,52.9,63.7,42.1,39.3
"1618","MO",2015,55.8,66.3,45.3,55.5
"1619","MO",2016,57.4,68.1,46.8,39.4
"1620","MO",2017,57.2,68.2,46.1,41.2
"1621","MO",1982,53.5,64.3,42.7,50.8
"1622","MO",1979,52,63.2,40.9,40.3
"1623","MO",1980,55,66.6,43.3,28.8
"1624","MO",1981,54.9,65.9,43.9,44.2
"1625","MO",1986,55.9,66.7,45.2,42.4
"1626","MO",1983,54,64.5,43.5,41.1
"1627","MO",1984,54.4,65.3,43.5,46.3
"1628","MO",1985,53,63.5,42.5,51.7
"1629","MO",1990,56.2,67.4,45,50.4
"1630","MO",1987,56.3,67.4,45.3,40.2
"1631","MO",1988,54.6,66.8,42.3,34.2
"1632","MO",1989,53,64.5,41.6,33.3
"1633","MT",1991,42.9,54.9,31,20
"1634","MT",1964,40.5,52.5,28.6,22
"1635","MT",1965,39.7,51.3,28.2,20.5
"1636","MT",1966,41,53.5,28.6,16.6
"1637","MT",1967,41.5,53.4,29.7,20.7
"1638","MT",1968,40.7,52.5,28.8,20
"1639","MT",1969,39.9,52.2,27.6,17.7
"1640","MT",1970,40.4,52.1,28.6,20.6
"1641","MT",1971,40.4,52.3,28.5,18.9
"1642","MT",1972,39.6,51.3,28,19.7
"1643","MT",1973,42,54.1,29.8,17
"1644","MT",1974,42.4,54.6,30.2,18.6
"1645","MT",1975,39.3,50.6,28.1,25.4
"1646","MT",1976,42.7,55.2,30.2,16.8
"1647","MT",1977,41.6,53.7,29.5,18.9
"1648","MT",1978,38.9,50.3,27.4,22.9
"1649","MT",1979,40.2,52.7,27.6,13.8
"1650","MT",1980,42.1,54.3,29.9,19.8
"1651","MT",1981,44,56.3,31.6,18.6
"1652","MT",1982,39,50.6,27.4,22.4
"1653","MT",1983,41.8,53.6,30.1,17.3
"1654","MT",1984,41.7,53.5,29.8,16.5
"1655","MT",1985,39.1,51.1,27.2,17.1
"1656","MT",1986,43,54.6,31.4,20.8
"1657","MT",1987,44.6,57.3,31.8,15.9
"1658","MT",1988,44.1,57.2,31,14.5
"1659","MT",1989,40.8,52.7,29,21.1
"1660","MT",1990,42.8,55.5,30.2,16.9
"1661","MT",1950,38.2,49.8,26.5,20.3
"1662","MT",1992,43.5,55.9,31,17.5
"1663","MT",1993,39.6,51.1,28.2,22.5
"1664","MT",1994,42.7,55.2,30.2,16
"1665","MT",1995,41.7,53.6,29.8,22
"1666","MT",1996,39.2,51.1,27.4,20.6
"1667","MT",1997,42.2,54.1,30.3,19.4
"1668","MT",1998,43.8,55.7,32,20.2
"1669","MT",1999,44,56.3,31.8,17.4
"1670","MT",2000,42.4,54.9,29.8,15.6
"1671","MT",2001,43.6,56.2,31.1,14.9
"1672","MT",2002,41.4,53.6,29.3,17.1
"1673","MT",2003,43.3,55.6,31,17.3
"1674","MT",2004,42.8,54.8,30.8,16.8
"1675","MT",2005,43.1,55.3,30.8,20
"1676","MT",2006,44.4,56.7,32,18.2
"1677","MT",2007,44,56.4,31.6,17.9
"1678","MT",2008,41.4,53.9,28.8,19.4
"1679","MT",2009,41.1,53.4,28.9,17.4
"1680","MT",2010,41.6,53.3,29.8,21.9
"1681","MT",2011,41.6,53.3,29.8,22.8
"1682","MT",2012,44.5,57.2,31.9,16.8
"1683","MT",2013,42.4,54.3,30.5,20
"1684","MT",2014,41.9,53.8,30,21.6
"1685","MT",2015,44.9,57.4,32.4,16.8
"1686","MT",2016,44.6,56.6,32.6,21.1
"1687","MT",2017,43.2,55.4,31,17.4
"1688","MT",1963,42.7,55.1,30.3,18.6
"1689","MT",1951,37.4,49.1,25.7,20.7
"1690","MT",1952,41.1,53.9,28.3,13.3
"1691","MT",1953,43.6,55.8,31.4,20.1
"1692","MT",1954,41.5,53.6,29.5,18.2
"1693","MT",1955,38.7,50.7,26.6,20.3
"1694","MT",1956,41,53.4,28.7,15.8
"1695","MT",1957,40.7,52.3,29.1,18.9
"1696","MT",1958,42.6,54.6,30.6,19.1
"1697","MT",1959,40.3,52,28.5,18.9
"1698","MT",1960,41.1,53.6,28.7,13.6
"1699","MT",1961,42.8,55.1,30.6,16.9
"1700","MT",1962,41.5,53.4,29.6,20.2
"1701","NE",1950,46.3,59.7,33,22.3
"1702","NE",1951,45.5,57.8,33.2,30.1
"1703","NE",1952,48.6,61.8,35.5,19.2
"1704","NE",1953,50.2,63.2,37.3,20.2
"1705","NE",1954,50.8,63.9,37.6,19.5
"1706","NE",1955,48.2,61.3,35.2,17.1
"1707","NE",1956,49.3,62.8,35.8,15.8
"1708","NE",1957,48,59.8,36.1,26.9
"1709","NE",1958,47.9,60.2,35.5,23
"1710","NE",1959,48,60.7,35.2,23.3
"1711","NE",1960,47,59.5,34.4,22.8
"1712","NE",1961,47.7,60.4,35,22.3
"1713","NE",1962,48.2,60.8,35.5,26.4
"1714","NE",1963,50.1,63,37.1,21.2
"1715","NE",2017,50.7,63.4,38,25.3
"1716","NE",1977,49.8,62.3,37.3,28.9
"1717","NE",1978,46.1,58.6,33.7,22.3
"1718","NE",1979,46.5,58.9,34.1,25.5
"1719","NE",1980,49.5,62.6,36.4,17.1
"1720","NE",1981,50.5,63.4,37.5,24.1
"1721","NE",1982,47,59.2,34.8,27.5
"1722","NE",1983,47.9,59.3,36.5,25.1
"1723","NE",1984,48.2,60.1,36.4,25.8
"1724","NE",1985,46.8,59.1,34.4,22.4
"1725","NE",1986,50.2,62.5,38,26.8
"1726","NE",1987,50.8,63.5,38.1,25.3
"1727","NE",1988,49.6,63.1,36.1,20.1
"1728","NE",1989,48,61.5,34.5,16.7
"1729","NE",1990,50,63,37,21.5
"1730","NE",1991,50.1,62.7,37.5,22
"1731","NE",1992,48.9,61,36.8,25.5
"1732","NE",1993,46,57.3,34.7,31.8
"1733","NE",1994,49.2,61.9,36.5,21.9
"1734","NE",1995,48.6,60.8,36.2,25.1
"1735","NE",1996,46.6,58.8,34.4,25.4
"1736","NE",1997,48.6,60.8,36.4,22.1
"1737","NE",1998,50.6,62.4,38.8,25.9
"1738","NE",1999,51,63.9,38,22.8
"1739","NE",2000,49.9,62.9,36.9,20.3
"1740","NE",2001,50.3,62.6,38,24.4
"1741","NE",2002,50,63.1,36.9,15.6
"1742","NE",2003,49.8,62.6,36.9,19.9
"1743","NE",1964,48.6,61.9,35.3,19.8
"1744","NE",1965,47.8,60.4,35.2,28.8
"1745","NE",1966,47.4,60.5,34.4,19.1
"1746","NE",1967,48,61.1,34.9,22.2
"1747","NE",1968,48,61,35,22.5
"1748","NE",1969,47.4,59.1,35.6,22.1
"1749","NE",1970,48.2,61.5,35,19.3
"1750","NE",1971,48,60.4,35.6,23.6
"1751","NE",1972,47.2,59.6,34.8,23.3
"1752","NE",1973,48.7,60.4,36.9,29.3
"1753","NE",1974,49.2,62.6,35.9,15.5
"1754","NE",1975,47.7,60.3,35.1,20.4
"1755","NE",1976,49,62.4,35.5,17.2
"1756","NE",2016,51.6,64.3,39,25.3
"1757","NE",2004,49.8,62.4,37.2,22.9
"1758","NE",2005,50.7,63.4,38,23.5
"1759","NE",2006,51.1,64.3,37.9,21.5
"1760","NE",2007,50,62.2,37.8,28.6
"1761","NE",2008,47.7,60.2,35.2,28.1
"1762","NE",2009,47.6,59.8,35.4,25.7
"1763","NE",2010,49.3,61.4,37.3,27
"1764","NE",2011,48.8,61.2,36.3,25.8
"1765","NE",2012,52.7,67,38.3,13.3
"1766","NE",2013,48.5,60.9,36,23.4
"1767","NE",2014,48,60.8,35.2,24.9
"1768","NE",2015,50.8,63.4,38.3,28
"1769","NV",1950,50.6,64.8,36.3,9
"1770","NV",1951,49.2,63,35.3,9.8
"1771","NV",1952,48.6,62.3,34.9,11.4
"1772","NV",1953,50,64.2,35.8,6.3
"1773","NV",1954,50.4,65,35.8,8.1
"1774","NV",1955,47.8,61.7,33.9,9.7
"1775","NV",1956,49.2,63.7,34.6,7.7
"1776","NV",1957,48.8,62.2,35.2,11.7
"1777","NV",1958,51,65.1,36.8,9.6
"1778","NV",1959,50.3,64.8,35.8,6.6
"1779","NV",1960,50.1,64,36.2,8.8
"1780","NV",1961,49.9,63.6,36.3,8.1
"1781","NV",1962,49.6,63.5,35.5,8.8
"1782","NV",1963,49.8,63.3,36.3,11.9
"1783","NV",1964,48.1,61.8,34.4,9.7
"1784","NV",1965,48.7,61.8,35.4,12.2
"1785","NV",1966,50.1,64.3,35.9,6.7
"1786","NV",1967,49.6,62.8,36.4,11.1
"1787","NV",1968,49.6,63,36.2,9.9
"1788","NV",1969,49.7,62.9,36.6,12.5
"1789","NV",1970,49.3,62.6,36,10.8
"1790","NV",1971,48.4,61.5,35.2,11
"1791","NV",1972,49.4,62.6,36.1,8.7
"1792","NV",1973,49.3,62.2,36.4,10.7
"1793","NV",1974,50.1,63.9,36.4,7.9
"1794","NV",1975,48.2,61.3,35.2,10.6
"1795","NV",1976,49.5,63.7,35.3,9.9
"1796","NV",1990,50,63.9,36.2,9.1
"1797","NV",1991,49.9,63.2,36.6,10
"1798","NV",1992,51.4,64.7,38,9.7
"1799","NV",1993,48.6,61.7,35.5,10.7
"1800","NV",1994,50.8,64.3,37.2,9.5
"1801","NV",1995,50.9,64.2,37.6,13.7
"1802","NV",1996,51.5,65.1,38,12.1
"1803","NV",1997,50.6,63.9,37.3,10
"1804","NV",1998,49.2,61.7,36.7,16.9
"1805","NV",1999,50.6,64.8,36.3,7.7
"1806","NV",2000,51.5,65.2,37.8,10.4
"1807","NV",2001,51.6,65.4,37.8,8.9
"1808","NV",2002,50.8,65.1,36.5,6.2
"1809","NV",2003,52.2,65.8,38.7,9.8
"1810","NV",2004,50.8,64.1,37.6,11.3
"1811","NV",2005,50.7,63.8,37.5,13.5
"1812","NV",2006,50.8,64.6,36.9,9.6
"1813","NV",2007,51.5,65.8,37.2,7.5
"1814","NV",2008,50.4,64.5,36.4,7.6
"1815","NV",2009,50.4,64.2,36.6,9.2
"1816","NV",2010,50,63.1,37,13
"1817","NV",2011,49.6,63.3,35.8,8.6
"1818","NV",2012,52.4,66.6,38.1,8.8
"1819","NV",2013,50.5,64.4,36.6,7.4
"1820","NV",2014,53,66.7,39.4,9.9
"1821","NV",2015,52.9,66.3,39.5,11.3
"1822","NV",2016,51.9,65.4,38.4,11.1
"1823","NV",1977,50.3,64.2,36.5,9.8
"1824","NV",1978,49.4,62.3,36.4,13.8
"1825","NV",1979,49.6,63.1,36.1,9.8
"1826","NV",1980,50.4,63.6,37,12.9
"1827","NV",1981,51.8,65.4,38.2,10.7
"1828","NV",1982,48.1,60.4,35.8,13.6
"1829","NV",1983,49.5,61.2,37.7,17.8
"1830","NV",1984,48.8,61.4,36.1,12.1
"1831","NV",1985,48.7,62.2,35.1,8.7
"1832","NV",1986,51.4,64.9,38,9.1
"1833","NV",1987,50.6,63.8,37.3,12
"1834","NV",1988,50.7,64.5,36.9,9.3
"1835","NV",1989,50.1,64.2,36,7.5
"1836","NV",2017,52.2,65.6,38.7,11.1
"1837","NH",2003,42.5,53.2,31.8,50.3
"1838","NH",2004,43,53.6,32.4,43.2
"1839","NH",2006,45.8,55.8,35.7,58.2
"1840","NH",2007,43.1,53.9,32.3,48.3
"1841","NH",2008,43.8,54.5,33.1,60.7
"1842","NH",2009,43,53.6,32.4,51.6
"1843","NH",2010,46,56.1,35.8,49.9
"1844","NH",2011,44.9,55.4,34.5,57.5
"1845","NH",2012,46.6,57.2,36,45.1
"1846","NH",2013,44.2,54.8,33.6,45.7
"1847","NH",2014,43,53.6,32.5,49.6
